player_win,dealer_win,push,dealer_bust,player_hand_value,dealer_hand_value,player_hand,dealer_hand
1,0,0,0,21,17,"{'8': 1, '4': 1, '3': 1, '6': 1}","{'jack': 1, '7': 1}"
1,0,0,0,21,20,"{'3': 1, '5': 1, '7': 1, '6': 1}","{'10': 1, 'queen': 1}"
0,1,0,0,24,15,"{'9': 1, '5': 1, '10': 1}","{'queen': 1, '5': 1}"
1,0,0,1,18,25,"{'3': 1, '8': 1, '7': 1}","{'6': 1, 'queen': 1, '9': 1}"
1,0,0,0,19,17,"{'9': 1, 'king': 1}","{'queen': 1, '7': 1}"
0,1,0,0,17,18,"{'7': 1, '10': 1}","{'king': 1, '8': 1}"
0,1,0,0,26,17,"{'8': 1, '4': 2, '10': 1}","{'queen': 1, '7': 1}"
0,1,0,0,18,20,"{'8': 1, '5': 1, '3': 1, '2': 1}","{'10': 1, 'queen': 1}"
0,1,0,0,18,20,"{'8': 1, '3': 1, '7': 1}","{'10': 1, 'queen': 1}"
0,0,1,0,20,20,"{'8': 1, '5': 1, '7': 1}","{'10': 1, '4': 1, '6': 1}"
0,1,0,0,23,18,"{'7': 1, '3': 1, '4': 1, '9': 1}","{'king': 1, '8': 1}"
1,0,0,0,19,17,"{'10': 1, '3': 1, '6': 1}","{'king': 1, '7': 1}"
1,0,0,1,20,26,"{'7': 1, '5': 1, '8': 1}","{'10': 1, '6': 1, 'queen': 1}"
0,1,0,0,17,18,"{'7': 1, '10': 1}","{'10': 1, '8': 1}"
1,0,0,0,20,19,"{'queen': 1, '10': 1}","{'8': 1, '5': 1, '6': 1}"
0,1,0,0,18,21,"{'king': 1, '8': 1}","{'7': 1, '9': 1, '5': 1}"
0,0,1,0,20,20,"{'8': 1, '5': 1, '7': 1}","{'10': 1, 'queen': 1}"
0,1,0,0,22,18,"{'6': 1, '9': 1, '7': 1}","{'queen': 1, '8': 1}"
0,1,0,0,25,16,"{'8': 1, '5': 1, '3': 1, '9': 1}","{'10': 1, '6': 1}"
0,0,1,0,20,20,"{'8': 1, '5': 1, '7': 1}","{'10': 1, 'queen': 1}"
0,1,0,0,18,19,"{'7': 1, '5': 1, '3': 2}","{'9': 1, 'king': 1}"
0,1,0,0,25,19,"{'8': 1, '5': 1, '2': 1, '10': 1}","{'queen': 1, '9': 1}"
0,1,0,0,25,19,"{'5': 1, '7': 1, '4': 1, '9': 1}","{'9': 1, 'queen': 1}"
0,1,0,0,25,20,"{'8': 1, '5': 1, '3': 1, '9': 1}","{'10': 1, 'king': 1}"
1,0,0,0,21,18,"{'5': 1, '7': 1, '9': 1}","{'8': 1, 'queen': 1}"
0,1,0,0,26,17,"{'8': 1, '3': 1, '5': 1, '10': 1}","{'queen': 1, '7': 1}"
1,0,0,0,20,19,"{'7': 1, '4': 1, '3': 1, '6': 1}","{'9': 1, 'king': 1}"
0,0,1,0,19,19,"{'5': 1, '7': 1, '3': 1, '4': 1}","{'9': 1, '7': 1, '3': 1}"
0,1,0,0,19,20,"{'9': 1, 'queen': 1}","{'7': 1, '5': 1, '8': 1}"
0,0,1,0,17,17,"{'9': 1, '3': 1, '5': 1}","{'10': 1, '7': 1}"
1,0,0,0,21,20,"{'8': 1, '4': 1, '9': 1}","{'10': 1, 'queen': 1}"
0,0,1,0,20,20,"{'9': 1, '7': 1, '4': 1}","{'10': 1, 'king': 1}"
0,1,0,0,23,19,"{'8': 1, '3': 1, '5': 1, '7': 1}","{'king': 1, '9': 1}"
0,1,0,0,19,20,"{'6': 1, '9': 1, '4': 1}","{'10': 1, 'queen': 1}"
0,0,1,0,19,19,"{'7': 1, '3': 1, '5': 1, '4': 1}","{'9': 1, 'jack': 1}"
0,1,0,0,17,20,"{'7': 1, '3': 2, '4': 1}","{'10': 1, 'king': 1}"
1,0,0,1,20,22,"{'8': 1, '7': 1, '5': 1}","{'10': 1, '3': 1, '9': 1}"
1,0,0,0,20,18,"{'6': 1, '5': 1, '9': 1}","{'queen': 1, '8': 1}"
1,0,0,1,18,24,"{'7': 1, '8': 1, '3': 1}","{'king': 1, '5': 1, '9': 1}"
1,0,0,0,18,17,"{'9': 1, '4': 1, '5': 1}","{'10': 1, '7': 1}"
0,1,0,0,17,20,"{'10': 1, '7': 1}","{'9': 1, '7': 1, '4': 1}"
0,1,0,0,19,20,"{'9': 1, '7': 1, '3': 1}","{'10': 1, 'queen': 1}"
0,1,0,0,23,19,"{'8': 1, '5': 1, '3': 1, '7': 1}","{'9': 1, 'queen': 1}"
0,1,0,0,22,18,"{'4': 1, '8': 1, '10': 1}","{'8': 1, 'king': 1}"
1,0,0,0,20,19,"{'10': 1, 'queen': 1}","{'king': 1, '9': 1}"
0,0,1,0,19,19,"{'7': 1, '4': 1, '5': 1, '3': 1}","{'9': 1, 'king': 1}"
1,0,0,0,21,18,"{'7': 1, '9': 1, '5': 1}","{'9': 1, '4': 1, '5': 1}"
