player_win,dealer_win,push,dealer_bust,player_hand_value,dealer_hand_value,player_hand,dealer_hand
0,0,1,0,20,20,"{'7': 1, '8': 1, '5': 1}","{'10': 1, 'queen': 1}"
1,0,0,0,21,19,"{'7': 1, '9': 1, '5': 1}","{'10': 1, '6': 1, '3': 1}"
1,0,0,0,21,19,"{'7': 1, '9': 1, '5': 1}","{'10': 1, '6': 1, '3': 1}"
1,0,0,0,21,19,"{'7': 1, '9': 1, '5': 1}","{'10': 1, '6': 1, '3': 1}"
1,0,0,0,21,19,"{'7': 1, '9': 1, '5': 1}","{'10': 1, '6': 1, '3': 1}"
0,0,1,0,20,20,"{'7': 1, '8': 1, '5': 1}","{'10': 1, 'queen': 1}"
0,0,1,0,20,20,"{'7': 1, '8': 1, '5': 1}","{'10': 1, 'queen': 1}"
1,0,0,0,20,19,"{'7': 1, '8': 1, '5': 1}","{'9': 1, 'queen': 1}"
1,0,0,0,21,19,"{'7': 1, '9': 1, '5': 1}","{'10': 1, '6': 1, '3': 1}"
1,0,0,0,21,19,"{'7': 1, '9': 1, '5': 1}","{'10': 1, '6': 1, '3': 1}"
