player_win,dealer_win,push,dealer_bust,player_hand_value,dealer_hand_value,player_hand,dealer_hand
1,0,0,1,17,23,"{'9': 1, '5': 1, '3': 1}","{'10': 1, '6': 1, '7': 1}"
0,1,0,0,19,20,"{'3': 1, '7': 1, '9': 1}","{'5': 1, '8': 1, '7': 1}"
0,0,1,0,17,17,"{'8': 1, '3': 1, '6': 1}","{'10': 1, '7': 1}"
0,1,0,0,17,21,"{'7': 1, '10': 1}","{'8': 1, '7': 1, '6': 1}"
0,1,0,0,17,20,"{'8': 1, '9': 1}","{'10': 1, 'queen': 1}"
0,1,0,0,24,11,"{'9': 1, '7': 1, '8': 1}","{'8': 1, '3': 1}"
1,0,0,1,17,24,"{'9': 1, '8': 1}","{'6': 1, '8': 1, '10': 1}"
0,1,0,0,24,15,"{'5': 1, '9': 1, 'jack': 1}","{'8': 1, '7': 1}"
1,0,0,0,18,17,"{'7': 1, '3': 1, '8': 1}","{'9': 1, '8': 1}"
1,0,0,0,19,17,"{'7': 1, '3': 1, '9': 1}","{'7': 1, '10': 1}"
1,0,0,0,18,17,"{'8': 1, '10': 1}","{'10': 1, '7': 1}"
1,0,0,0,21,19,"{'8': 1, '7': 1, '6': 1}","{'queen': 1, '9': 1}"
0,1,0,0,23,16,"{'8': 1, '3': 2, '9': 1}","{'7': 1, '9': 1}"
1,0,0,1,15,23,"{'7': 1, '8': 1}","{'3': 1, '10': 1, 'queen': 1}"
0,1,0,0,23,16,"{'8': 1, '5': 1, '10': 1}","{'queen': 1, '6': 1}"
0,1,0,0,25,12,"{'8': 1, '7': 1, '10': 1}","{'9': 1, '3': 1}"
0,1,0,0,17,18,"{'9': 1, '3': 1, '5': 1}","{'8': 1, 'queen': 1}"
0,1,0,0,17,21,"{'7': 1, '10': 1}","{'9': 1, '7': 1, '5': 1}"
0,1,0,0,20,21,"{'10': 1, 'queen': 1}","{'5': 1, '9': 1, '7': 1}"
1,0,0,0,20,17,"{'6': 1, '5': 1, '9': 1}","{'7': 1, 'queen': 1}"
0,1,0,0,23,13,"{'5': 1, 'jack': 1, '8': 1}","{'queen': 1, '3': 1}"
0,1,0,0,15,18,"{'8': 1, '7': 1}","{'3': 1, '9': 1, '6': 1}"
0,1,0,0,18,20,"{'3': 1, '8': 1, '7': 1}","{'9': 1, '5': 1, '6': 1}"
0,1,0,0,22,17,"{'9': 1, '5': 1, '8': 1}","{'10': 1, '7': 1}"
0,1,0,0,17,19,"{'10': 1, '7': 1}","{'7': 1, '6': 2}"
1,0,0,1,20,22,"{'7': 1, '3': 1, 'jack': 1}","{'9': 1, '6': 1, '7': 1}"
1,0,0,1,17,25,"{'7': 1, '10': 1}","{'6': 1, '9': 1, 'queen': 1}"
1,0,0,0,20,17,"{'9': 1, '5': 1, '6': 1}","{'7': 1, 'queen': 1}"
0,1,0,0,17,18,"{'7': 1, '10': 1}","{'3': 1, '9': 1, '6': 1}"
1,0,0,1,14,23,"{'9': 1, '5': 1}","{'6': 1, '7': 1, 'queen': 1}"
0,1,0,0,18,19,"{'8': 1, '10': 1}","{'10': 1, '3': 1, '6': 1}"
0,1,0,0,24,15,"{'5': 1, '9': 1, 'jack': 1}","{'9': 1, '6': 1}"
0,1,0,0,26,17,"{'9': 1, '7': 1, '10': 1}","{'7': 1, 'queen': 1}"
0,1,0,0,12,21,"{'3': 1, '9': 1}","{'5': 1, '10': 1, '6': 1}"
0,1,0,0,17,20,"{'10': 1, '7': 1}","{'8': 1, '5': 1, '7': 1}"
0,1,0,0,17,18,"{'10': 1, '7': 1}","{'9': 1, '6': 1, '3': 1}"
0,1,0,0,14,21,"{'8': 1, '6': 1}","{'5': 1, '9': 1, '7': 1}"
0,1,0,0,19,21,"{'3': 1, '9': 1, '7': 1}","{'10': 1, '6': 1, '5': 1}"
0,1,0,0,16,18,"{'9': 1, '7': 1}","{'3': 1, '8': 1, '7': 1}"
0,1,0,0,17,21,"{'9': 1, '8': 1}","{'7': 1, '5': 1, '3': 1, '6': 1}"
0,1,0,0,23,17,"{'9': 1, '7': 2}","{'queen': 1, '7': 1}"
0,1,0,0,26,15,"{'9': 1, '7': 1, '10': 1}","{'7': 1, '8': 1}"
1,0,0,0,20,17,"{'8': 1, '7': 1, '5': 1}","{'10': 1, '7': 1}"
