game_id,card_name,card_value
2,jack,10
3,7,7
5,jack,10
8,6,6
8,8,8
9,6,6
9,6,6
12,2,2
17,9,9
18,7,7
19,6,6
20,2,2
20,6,6
21,6,6
22,4,4
22,6,6
24,8,8
24,9,9
26,jack,10
27,10,10
30,6,6
30,king,10
31,10,10
31,3,3
37,ace,11
38,king,10
38,5,5
42,ace,11
42,queen,10
43,6,6
44,5,5
46,5,5
48,ace,11
50,king,10
51,8,8
51,8,8
52,9,9
52,8,8
53,5,5
57,queen,10
58,queen,10
58,8,8
59,ace,11
59,2,2
59,4,4
60,10,10
61,7,7
62,2,2
62,10,10
63,3,3
66,jack,10
67,5,5
68,ace,11
69,10,10
70,jack,10
74,7,7
75,3,3
76,queen,10
77,3,3
77,jack,10
78,6,6
80,8,8
81,8,8
83,3,3
83,king,10
84,ace,11
84,jack,10
85,queen,10
86,ace,11
86,7,7
87,king,10
88,2,2
88,5,5
88,king,10
92,2,2
92,ace,11
94,jack,10
96,8,8
97,10,10
100,7,7
101,7,7
102,queen,10
103,king,10
104,jack,10
106,6,6
107,6,6
108,10,10
111,queen,10
112,3,3
112,3,3
116,10,10
118,king,10
119,3,3
120,ace,11
121,king,10
122,5,5
123,6,6
124,7,7
126,6,6
127,7,7
128,3,3
128,8,8
130,5,5
131,8,8
132,jack,10
133,10,10
134,3,3
135,queen,10
135,9,9
136,king,10
138,king,10
138,2,2
138,6,6
140,8,8
143,4,4
144,10,10
145,jack,10
145,4,4
146,7,7
146,king,10
147,7,7
148,5,5
149,2,2
149,10,10
150,8,8
151,ace,11
151,5,5
152,jack,10
154,2,2
154,8,8
155,3,3
156,ace,11
156,4,4
157,4,4
157,7,7
158,10,10
159,4,4
161,3,3
161,3,3
161,3,3
162,2,2
162,7,7
162,7,7
163,4,4
163,jack,10
167,8,8
168,5,5
169,5,5
170,8,8
172,queen,10
173,5,5
174,ace,11
174,9,9
174,4,4
175,6,6
175,2,2
175,8,8
178,king,10
179,9,9
185,8,8
186,5,5
189,2,2
189,3,3
189,queen,10
190,10,10
191,4,4
191,10,10
193,10,10
193,10,10
194,9,9
195,9,9
196,king,10
198,5,5
198,ace,11
199,3,3
199,jack,10
202,10,10
203,7,7
204,2,2
209,6,6
211,9,9
211,king,10
215,king,10
216,2,2
216,7,7
217,queen,10
217,8,8
218,4,4
220,5,5
220,10,10
221,3,3
222,5,5
223,9,9
224,2,2
224,2,2
224,9,9
225,8,8
225,2,2
226,king,10
226,10,10
227,8,8
228,7,7
229,5,5
229,king,10
231,8,8
233,8,8
237,9,9
239,3,3
239,7,7
241,2,2
241,7,7
242,7,7
245,7,7
246,3,3
246,3,3
246,queen,10
247,3,3
248,4,4
249,king,10
250,6,6
250,6,6
251,2,2
251,queen,10
252,queen,10
253,10,10
256,8,8
257,jack,10
260,10,10
262,king,10
263,king,10
264,9,9
265,7,7
267,9,9
269,5,5
270,10,10
271,4,4
271,king,10
272,10,10
272,10,10
273,king,10
275,king,10
276,jack,10
277,3,3
279,9,9
280,4,4
280,queen,10
282,7,7
282,jack,10
283,10,10
284,10,10
285,king,10
286,6,6
287,2,2
288,2,2
289,ace,11
289,4,4
290,2,2
290,9,9
290,5,5
291,9,9
291,7,7
294,king,10
297,3,3
297,ace,11
298,6,6
298,3,3
299,7,7
300,6,6
302,2,2
302,2,2
303,9,9
304,8,8
304,queen,10
305,6,6
306,6,6
307,ace,11
307,7,7
308,7,7
310,9,9
312,6,6
315,king,10
316,6,6
317,9,9
320,queen,10
321,10,10
322,3,3
322,jack,10
324,4,4
324,jack,10
325,jack,10
327,7,7
328,8,8
329,ace,11
330,ace,11
331,queen,10
332,3,3
333,jack,10
333,4,4
334,8,8
335,4,4
335,queen,10
336,jack,10
337,3,3
337,2,2
337,4,4
337,5,5
338,5,5
339,ace,11
339,5,5
341,ace,11
341,6,6
342,7,7
343,jack,10
344,3,3
345,5,5
347,queen,10
348,8,8
349,jack,10
350,queen,10
351,ace,11
353,10,10
354,4,4
354,queen,10
356,2,2
356,queen,10
357,8,8
359,2,2
359,10,10
361,king,10
362,8,8
362,10,10
364,4,4
366,6,6
367,6,6
367,10,10
368,2,2
369,jack,10
369,8,8
371,king,10
372,2,2
372,ace,11
373,10,10
376,7,7
376,2,2
376,king,10
377,7,7
377,jack,10
382,3,3
382,2,2
382,4,4
384,2,2
384,queen,10
386,5,5
387,6,6
387,king,10
390,6,6
392,4,4
392,8,8
394,queen,10
396,4,4
397,8,8
397,3,3
399,3,3
400,8,8
400,jack,10
402,6,6
404,ace,11
404,8,8
406,6,6
407,jack,10
408,3,3
408,ace,11
409,4,4
409,10,10
410,jack,10
411,3,3
411,queen,10
414,2,2
414,3,3
415,ace,11
415,8,8
418,3,3
419,4,4
419,5,5
420,queen,10
422,5,5
422,8,8
423,5,5
423,king,10
424,ace,11
424,2,2
426,5,5
430,10,10
431,ace,11
432,5,5
433,6,6
435,2,2
435,queen,10
436,10,10
437,8,8
437,queen,10
439,5,5
441,ace,11
441,10,10
442,6,6
444,jack,10
445,3,3
447,10,10
448,jack,10
450,king,10
452,6,6
454,3,3
454,6,6
457,6,6
458,4,4
458,6,6
459,9,9
460,7,7
464,3,3
464,6,6
465,4,4
467,5,5
469,6,6
469,5,5
473,jack,10
475,3,3
476,5,5
477,ace,11
477,jack,10
478,7,7
478,9,9
480,3,3
480,king,10
482,3,3
482,7,7
485,6,6
486,king,10
491,ace,11
491,queen,10
492,5,5
493,7,7
493,2,2
493,2,2
494,9,9
500,9,9
500,7,7
502,8,8
503,6,6
504,jack,10
506,9,9
508,9,9
512,8,8
513,jack,10
513,2,2
514,king,10
514,queen,10
516,6,6
518,2,2
518,7,7
519,jack,10
520,3,3
520,4,4
521,5,5
521,jack,10
524,7,7
525,king,10
526,jack,10
527,5,5
528,7,7
529,3,3
529,6,6
531,king,10
532,3,3
532,2,2
532,2,2
532,10,10
533,5,5
533,7,7
534,3,3
534,5,5
534,king,10
538,king,10
540,10,10
541,10,10
542,ace,11
544,5,5
545,4,4
545,6,6
546,7,7
547,9,9
548,jack,10
549,4,4
553,10,10
557,6,6
558,6,6
559,3,3
560,3,3
562,ace,11
562,6,6
564,jack,10
565,7,7
566,6,6
567,4,4
568,8,8
570,3,3
570,jack,10
571,8,8
572,king,10
573,king,10
574,10,10
576,jack,10
577,king,10
578,3,3
579,2,2
579,4,4
580,jack,10
586,10,10
587,queen,10
588,9,9
593,3,3
593,8,8
594,5,5
594,3,3
595,7,7
596,queen,10
599,10,10
600,king,10
601,king,10
602,9,9
602,queen,10
603,10,10
607,king,10
608,king,10
609,5,5
610,6,6
610,9,9
612,2,2
612,jack,10
613,3,3
613,jack,10
615,jack,10
616,3,3
617,3,3
617,ace,11
618,9,9
619,jack,10
620,8,8
621,ace,11
623,8,8
624,king,10
624,9,9
626,4,4
626,5,5
627,5,5
