player_win,dealer_win,push,dealer_bust,player_hand_value,dealer_hand_value,player_hand,dealer_hand
1,0,0,1,17,22,"{'5': 1, '8': 1, '4': 1}","{'7': 1, '9': 1, '6': 1}"
1,0,0,1,15,24,"{'8': 1, '7': 1}","{'4': 1, '6': 1, '5': 1, '9': 1}"
0,1,0,0,17,19,"{'5': 1, '8': 1, '4': 1}","{'7': 1, '3': 1, '9': 1}"
1,0,0,1,17,22,"{'8': 1, '5': 1, '4': 1}","{'7': 1, '9': 1, '6': 1}"
0,1,0,0,17,19,"{'8': 1, '5': 1, '4': 1}","{'7': 1, '9': 1, '3': 1}"
0,1,0,0,17,20,"{'5': 1, '8': 1, '4': 1}","{'7': 1, '9': 1, '4': 1}"
1,0,0,1,17,22,"{'8': 1, '5': 1, '4': 1}","{'7': 1, '9': 1, '6': 1}"
0,1,0,0,17,19,"{'8': 1, '5': 1, '4': 1}","{'7': 1, '9': 1, '3': 1}"
0,1,0,0,15,17,"{'8': 1, '7': 1}","{'5': 1, '3': 1, '9': 1}"
0,1,0,0,16,17,"{'9': 1, '7': 1}","{'5': 1, '8': 1, '4': 1}"
0,1,0,0,14,17,"{'8': 1, '6': 1}","{'5': 1, '3': 1, '9': 1}"
0,1,0,0,14,21,"{'8': 1, '6': 1}","{'5': 1, '9': 1, '7': 1}"
0,1,0,0,22,11,"{'5': 1, '8': 1, '9': 1}","{'7': 1, '4': 1}"
1,0,0,0,20,19,"{'9': 1, '7': 1, '4': 1}","{'8': 1, '5': 1, '6': 1}"
0,1,0,0,15,19,"{'8': 1, '7': 1}","{'4': 1, '9': 1, '6': 1}"
1,0,0,1,17,22,"{'8': 1, '5': 1, '4': 1}","{'7': 1, '9': 1, '6': 1}"
1,0,0,1,17,22,"{'8': 1, '5': 1, '4': 1}","{'7': 1, '9': 1, '6': 1}"
1,0,0,1,17,22,"{'8': 1, '5': 1, '4': 1}","{'7': 1, '9': 1, '6': 1}"
0,1,0,0,22,10,"{'5': 1, '8': 1, '9': 1}","{'7': 1, '3': 1}"
0,1,0,0,17,19,"{'8': 1, '5': 1, '4': 1}","{'7': 1, '9': 1, '3': 1}"
0,1,0,0,24,12,"{'5': 1, '7': 1, '4': 1, '8': 1}","{'9': 1, '3': 1}"
0,1,0,0,15,19,"{'8': 1, '7': 1}","{'4': 1, '9': 1, '6': 1}"
1,0,0,0,21,17,"{'8': 1, '7': 1, '6': 1}","{'9': 1, '5': 1, '3': 1}"
0,1,0,0,14,21,"{'8': 1, '6': 1}","{'5': 1, '9': 1, '7': 1}"
0,1,0,0,22,11,"{'5': 1, '8': 1, '9': 1}","{'7': 1, '4': 1}"
0,1,0,0,22,11,"{'8': 1, '5': 1, '9': 1}","{'7': 1, '4': 1}"
0,1,0,0,17,19,"{'8': 1, '5': 1, '4': 1}","{'7': 1, '9': 1, '3': 1}"
1,0,0,0,19,18,"{'8': 1, '7': 1, '4': 1}","{'9': 1, '6': 1, '3': 1}"
1,0,0,0,21,17,"{'5': 1, '7': 1, '9': 1}","{'8': 1, '3': 1, '6': 1}"
1,0,0,1,17,22,"{'8': 1, '5': 1, '4': 1}","{'7': 1, '9': 1, '6': 1}"
0,0,1,0,17,17,"{'9': 1, '5': 1, '3': 1}","{'7': 1, '4': 1, '6': 1}"
0,1,0,0,17,19,"{'8': 1, '5': 1, '4': 1}","{'7': 1, '9': 1, '3': 1}"
0,1,0,0,22,10,"{'5': 1, '8': 1, '9': 1}","{'7': 1, '3': 1}"
0,1,0,0,22,11,"{'8': 1, '5': 1, '9': 1}","{'7': 1, '4': 1}"
0,1,0,0,17,19,"{'5': 1, '8': 1, '4': 1}","{'9': 1, '7': 1, '3': 1}"
1,0,0,1,17,22,"{'5': 1, '8': 1, '4': 1}","{'7': 1, '9': 1, '6': 1}"
0,1,0,0,22,11,"{'5': 1, '8': 1, '9': 1}","{'7': 1, '4': 1}"
